,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsBeforeCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRateGroups,HourlyRateGroups,MonthlyIncomeGroups,MonthlyRateGroups,TotalWorkingYearsGroups,YearsAtCompanyGroups,AgeGroups,YearsBeforeCompanyGroups
875,44,No,Travel_Rarely,200,Research & Development,29,Master,Other,1,1225,4,Male,32,3,Junior,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,0,11,13,17,A - 100 => 200,C - 30 => 40,D - 4000 => 5000,G - 7000 => 8000,F - 16 => 20 Years,F - 16 => 20 Years,E - 41 => 50 Years,B - 2 => 3 Years
876,20,No,Travel_Rarely,654,Sales,21,Bachelor,Marketing,1,1226,3,Male,43,4,Entry Level,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,0,1,2,2,F - 600 => 700,D - 40 => 50,B - 2000 => 3000,E - 5000 => 6000,B - 2 => 3 Years,B - 2 => 3 Years,A - 18 => 21 Years,B - 2 => 3 Years
877,46,No,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,1,1228,4,Male,60,3,Junior,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,6,3,1,4,A - 100 => 200,E - 50 => 60,G - 7000 => 8000,Q - 17000 => 18000,E - 11 => 15 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
878,42,No,Non-Travel,179,Human Resources,2,PHD,Medical,1,1231,4,Male,79,4,Junior,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,6,3,0,3,A - 100 => 200,G - 70 => 80,F - 6000 => 7000,L - 12000 => 13000,D - 6 => 10 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
879,60,No,Travel_Rarely,696,Sales,7,Master,Marketing,1,1233,2,Male,52,4,Junior,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,1,7,1,9,F - 600 => 700,E - 50 => 60,E - 5000 => 6000,J - 10000 => 11000,E - 11 => 15 Years,E - 11 => 15 Years,F - 51 => 60 Years,B - 2 => 3 Years
880,32,No,Travel_Frequently,116,Research & Development,13,Bachelor,Other,1,1234,3,Female,77,2,Entry Level,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,0,2,2,2,A - 100 => 200,G - 70 => 80,B - 2000 => 3000,G - 7000 => 8000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
881,32,No,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,1,1235,4,Female,38,3,Junior,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,2,7,0,7,M - 1300 => 1400,C - 30 => 40,D - 4000 => 5000,B - 2000 => 3000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
882,36,No,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,1,1237,3,Female,77,1,Mid-Level,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,10,7,7,7,C - 300 => 400,G - 70 => 80,J - 10000 => 11000,D - 4000 => 5000,F - 16 => 20 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
883,33,No,Travel_Rarely,117,Research & Development,9,Bachelor,Medical,1,1238,1,Male,60,3,Entry Level,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,1,10,4,10,A - 100 => 200,E - 50 => 60,B - 2000 => 3000,F - 6000 => 7000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
884,40,No,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,1,1239,2,Female,84,2,Junior,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,2,1,1,3,A - 100 => 200,H - 80 => 90,F - 6000 => 7000,K - 11000 => 12000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
885,25,No,Travel_Rarely,1356,Sales,10,Master,Life Sciences,1,1240,3,Male,57,3,Junior,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,1,3,1,1,M - 1300 => 1400,E - 50 => 60,D - 4000 => 5000,T - 20000 => 21000,C - 4 => 5 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
886,30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,Medical,1,1241,4,Male,63,3,Entry Level,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,1,9,5,7,N - 1400 => 1500,F - 60 => 70,C - 3000 => 4000,I - 9000 => 10000,E - 11 => 15 Years,E - 11 => 15 Years,C - 26 => 30 Years,B - 2 => 3 Years
887,42,No,Travel_Frequently,458,Research & Development,26,PHD,Medical,1,1242,1,Female,60,3,Mid-Level,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,19,0,0,0,D - 400 => 500,E - 50 => 60,M - 13000 => 14000,W - 23000 => 24000,F - 16 => 20 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
888,35,No,Non-Travel,1212,Sales,8,College,Marketing,1,1243,3,Female,78,2,Mid-Level,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,3,2,4,12,L - 1200 => 1300,G - 70 => 80,J - 10000 => 11000,M - 13000 => 14000,F - 16 => 20 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
889,27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,1,1244,1,Male,42,3,Entry Level,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,0,7,6,8,K - 1100 => 1200,D - 40 => 50,B - 2000 => 3000,N - 14000 => 15000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
890,54,No,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,1,1245,4,Female,53,3,Mid-Level,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,28,4,1,4,I - 900 => 1000,E - 50 => 60,J - 10000 => 11000,I - 9000 => 10000,I - 31 => 35 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
891,44,No,Travel_Rarely,1117,Research & Development,2,Below College ,Life Sciences,1,1246,1,Female,72,4,Entry Level,Research Scientist,4,Married,2011,19982,1,Y,No,13,3,4,80,1,10,5,3,10,0,5,7,7,K - 1100 => 1200,G - 70 => 80,B - 2000 => 3000,S - 19000 => 20000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
892,19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,1,1248,1,Female,96,2,Entry Level,Research Scientist,2,Single,1859,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,0,1,0,0,E - 500 => 600,I - 90 => 100,A - 1000 => 2000,F - 6000 => 7000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
893,29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,1,1249,1,Female,97,3,Entry Level,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,0,2,1,2,J - 1000 => 1100,I - 90 => 100,C - 3000 => 4000,E - 5000 => 6000,B - 2 => 3 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
894,54,No,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,1,1250,4,Male,85,3,Senior,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,26,9,0,9,F - 600 => 700,H - 80 => 90,Q - 17000 => 18000,W - 23000 => 24000,J - 36 => 40 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
895,31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,1,1251,3,Male,80,3,Junior,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,0,5,0,1,M - 1300 => 1400,G - 70 => 80,F - 6000 => 7000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
896,31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,1,1252,3,Female,96,2,Junior,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,0,9,1,8,J - 1000 => 1100,I - 90 => 100,F - 6000 => 7000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
897,59,No,Travel_Rarely,326,Sales,3,Bachelor,Life Sciences,1,1254,3,Female,48,2,Junior,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,7,1,0,5,C - 300 => 400,D - 40 => 50,E - 5000 => 6000,P - 16000 => 17000,E - 11 => 15 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
898,43,No,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,1,1255,3,Male,96,1,Expert,Research Director,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,17,7,0,7,I - 900 => 1000,I - 90 => 100,S - 19000 => 20000,R - 18000 => 19000,G - 21 => 25 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
899,49,No,Travel_Rarely,1098,Research & Development,4,College,Medical,1,1256,1,Male,85,2,Expert,Manager,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,22,0,0,0,J - 1000 => 1100,H - 80 => 90,R - 18000 => 19000,L - 12000 => 13000,G - 21 => 25 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
900,36,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,1,1257,3,Male,46,3,Entry Level,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,1,10,0,7,D - 400 => 500,D - 40 => 50,C - 3000 => 4000,I - 9000 => 10000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
901,48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,1,1258,4,Male,76,4,Entry Level,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,6,0,0,0,I - 900 => 1000,G - 70 => 80,B - 2000 => 3000,P - 16000 => 17000,D - 6 => 10 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
902,27,No,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,1,1259,1,Male,76,3,Entry Level,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,0,3,0,3,K - 1100 => 1200,G - 70 => 80,B - 2000 => 3000,C - 3000 => 4000,C - 4 => 5 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
903,29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1,1260,3,Male,82,3,Junior,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,0,1,0,M - 1300 => 1400,H - 80 => 90,F - 6000 => 7000,D - 4000 => 5000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
904,48,No,Travel_Rarely,715,Research & Development,1,Bachelor,Life Sciences,1,1263,4,Male,76,2,Expert,Research Director,4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,24,0,0,0,G - 700 => 800,G - 70 => 80,R - 18000 => 19000,H - 8000 => 9000,G - 21 => 25 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
905,29,No,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,1,1264,4,Female,87,2,Senior,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,2,7,1,7,F - 600 => 700,H - 80 => 90,P - 16000 => 17000,C - 3000 => 4000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
906,34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,1,1265,3,Female,89,4,Entry Level,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,1,0,0,0,M - 1300 => 1400,H - 80 => 90,B - 2000 => 3000,U - 21000 => 22000,B - 2 => 3 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
907,44,No,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,1,1267,2,Male,88,3,Expert,Manager,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,4,9,3,10,J - 1000 => 1100,H - 80 => 90,R - 18000 => 19000,H - 8000 => 9000,H - 25 => 30 Years,G - 21 => 25 Years,E - 41 => 50 Years,B - 2 => 3 Years
908,33,No,Travel_Rarely,536,Sales,10,PHD,Marketing,1,1268,4,Male,82,4,Mid-Level,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,1,8,0,8,E - 500 => 600,H - 80 => 90,H - 8000 => 9000,U - 21000 => 22000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
909,19,No,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,1,1269,2,Female,57,4,Entry Level,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,0,1,B - 200 => 300,E - 50 => 60,B - 2000 => 3000,U - 21000 => 22000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
910,23,No,Travel_Rarely,373,Research & Development,1,College,Life Sciences,1,1270,4,Male,47,3,Entry Level,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,0,1,C - 300 => 400,D - 40 => 50,A - 1000 => 2000,P - 16000 => 17000,A - 0 => 1 Year,A - 0 => 1 Year,B - 22 => 25 Years,B - 2 => 3 Years
911,25,Yes,Travel_Frequently,599,Sales,24,Below College ,Life Sciences,1,1273,3,Male,73,1,Entry Level,Sales Representative,4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,0,1,0,E - 500 => 600,G - 70 => 80,A - 1000 => 2000,H - 8000 => 9000,A - 0 => 1 Year,A - 0 => 1 Year,B - 22 => 25 Years,B - 2 => 3 Years
912,26,No,Travel_Rarely,583,Research & Development,4,College,Life Sciences,1,1275,3,Male,53,3,Entry Level,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,0,5,2,2,E - 500 => 600,E - 50 => 60,B - 2000 => 3000,I - 9000 => 10000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
913,45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,1,1277,1,Female,94,1,Expert,Manager,2,Single,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,2,10,1,11,N - 1400 => 1500,I - 90 => 100,R - 18000 => 19000,B - 2000 => 3000,H - 25 => 30 Years,G - 21 => 25 Years,E - 41 => 50 Years,B - 2 => 3 Years
914,55,No,Non-Travel,177,Research & Development,8,Below College ,Medical,1,1278,4,Male,37,2,Senior,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,1,9,15,0,A - 100 => 200,C - 30 => 40,M - 13000 => 14000,Y - 25000 => 26000,I - 31 => 35 Years,I - 31 => 35 Years,F - 51 => 60 Years,B - 2 => 3 Years
915,21,Yes,Travel_Frequently,251,Research & Development,10,College,Life Sciences,1,1279,1,Female,45,2,Entry Level,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,0,2,2,2,B - 200 => 300,D - 40 => 50,B - 2000 => 3000,Y - 25000 => 26000,B - 2 => 3 Years,B - 2 => 3 Years,A - 18 => 21 Years,B - 2 => 3 Years
916,46,No,Travel_Rarely,168,Sales,4,College,Marketing,1,1280,4,Female,33,2,Expert,Manager,2,Married,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,15,4,0,8,A - 100 => 200,C - 30 => 40,R - 18000 => 19000,I - 9000 => 10000,H - 25 => 30 Years,E - 11 => 15 Years,E - 41 => 50 Years,B - 2 => 3 Years
917,34,No,Travel_Rarely,131,Sales,2,Bachelor,Marketing,1,1281,3,Female,86,3,Junior,Sales Executive,1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,1,2,0,2,A - 100 => 200,H - 80 => 90,D - 4000 => 5000,F - 6000 => 7000,C - 4 => 5 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
918,51,No,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,1,1282,4,Male,83,3,Expert,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,2,10,11,10,B - 200 => 300,H - 80 => 90,S - 19000 => 20000,S - 19000 => 20000,I - 31 => 35 Years,H - 25 => 30 Years,F - 51 => 60 Years,B - 2 => 3 Years
919,59,No,Travel_Rarely,1429,Research & Development,18,Master,Medical,1,1283,4,Male,67,3,Mid-Level,Manufacturing Director,4,Single,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,16,7,5,4,N - 1400 => 1500,F - 60 => 70,J - 10000 => 11000,T - 20000 => 21000,G - 21 => 25 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
920,34,No,Travel_Frequently,135,Research & Development,19,Bachelor,Medical,1,1285,3,Female,46,3,Junior,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,4,8,5,10,A - 100 => 200,D - 40 => 50,D - 4000 => 5000,V - 22000 => 23000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
921,28,No,Travel_Frequently,791,Research & Development,1,Master,Medical,1,1286,4,Male,44,3,Entry Level,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,1,2,0,2,G - 700 => 800,D - 40 => 50,B - 2000 => 3000,F - 6000 => 7000,C - 4 => 5 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
922,44,No,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,1,1288,3,Male,92,4,Expert,Manager,1,Divorced,19190,17477,1,Y,No,14,3,4,80,2,26,4,2,25,1,9,14,13,K - 1100 => 1200,I - 90 => 100,S - 19000 => 20000,Q - 17000 => 18000,H - 25 => 30 Years,G - 21 => 25 Years,E - 41 => 50 Years,B - 2 => 3 Years
923,34,No,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,1,1289,3,Male,56,2,Junior,Human Resources,2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,4,9,1,8,F - 600 => 700,E - 50 => 60,D - 4000 => 5000,U - 21000 => 22000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
924,35,No,Travel_Rarely,735,Research & Development,6,Below College ,Life Sciences,1,1291,3,Male,66,3,Entry Level,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,1,2,2,2,G - 700 => 800,F - 60 => 70,C - 3000 => 4000,F - 6000 => 7000,C - 4 => 5 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
925,42,No,Travel_Rarely,603,Research & Development,7,Master,Medical,1,1292,2,Female,78,4,Junior,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,17,0,0,0,F - 600 => 700,G - 70 => 80,B - 2000 => 3000,E - 5000 => 6000,F - 16 => 20 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
926,43,No,Travel_Rarely,531,Sales,4,Master,Marketing,1,1293,4,Female,56,2,Mid-Level,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,2,7,15,17,E - 500 => 600,E - 50 => 60,J - 10000 => 11000,T - 20000 => 21000,G - 21 => 25 Years,G - 21 => 25 Years,E - 41 => 50 Years,B - 2 => 3 Years
927,36,No,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,1,1294,3,Female,53,3,Junior,Manufacturing Director,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,2,14,5,12,D - 400 => 500,E - 50 => 60,E - 5000 => 6000,B - 2000 => 3000,F - 16 => 20 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
928,44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,1,1295,1,Female,73,3,Mid-Level,Healthcare Representative,4,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,0,7,0,5,F - 600 => 700,G - 70 => 80,G - 7000 => 8000,N - 14000 => 15000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
929,28,No,Travel_Frequently,193,Research & Development,2,Bachelor,Life Sciences,1,1296,4,Male,52,2,Entry Level,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,0,2,2,2,A - 100 => 200,E - 50 => 60,C - 3000 => 4000,N - 14000 => 15000,B - 2 => 3 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
930,51,No,Travel_Frequently,968,Research & Development,6,College,Medical,1,1297,2,Female,40,2,Entry Level,Laboratory Technician,3,Single,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,1,0,7,7,I - 900 => 1000,C - 30 => 40,B - 2000 => 3000,D - 4000 => 5000,D - 6 => 10 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
931,30,No,Non-Travel,879,Research & Development,9,College,Medical,1,1298,3,Female,72,3,Junior,Manufacturing Director,3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,2,4,1,7,H - 800 => 900,G - 70 => 80,D - 4000 => 5000,L - 12000 => 13000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
932,29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,1,1299,2,Female,39,3,Entry Level,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,3,7,7,7,H - 800 => 900,C - 30 => 40,C - 3000 => 4000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
933,28,No,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,1,1301,4,Male,84,3,Entry Level,Research Scientist,1,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,2,1,2,F - 600 => 700,H - 80 => 90,B - 2000 => 3000,D - 4000 => 5000,C - 4 => 5 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
934,25,No,Travel_Rarely,266,Research & Development,1,Bachelor,Medical,1,1303,4,Female,40,3,Entry Level,Research Scientist,2,Single,2096,18830,1,Y,No,18,3,4,80,0,2,3,2,2,0,2,2,1,B - 200 => 300,C - 30 => 40,B - 2000 => 3000,R - 18000 => 19000,B - 2 => 3 Years,B - 2 => 3 Years,B - 22 => 25 Years,B - 2 => 3 Years
935,32,No,Travel_Rarely,604,Sales,8,Bachelor,Medical,1,1304,3,Male,56,4,Junior,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,0,7,0,8,F - 600 => 700,E - 50 => 60,F - 6000 => 7000,K - 11000 => 12000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
936,45,No,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,1,1306,2,Female,83,3,Expert,Manager,2,Single,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,22,0,0,0,C - 300 => 400,H - 80 => 90,R - 18000 => 19000,M - 13000 => 14000,G - 21 => 25 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
937,39,No,Travel_Rarely,412,Research & Development,13,Master,Medical,1,1307,3,Female,94,2,Senior,Manager,2,Divorced,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,2,9,15,2,D - 400 => 500,I - 90 => 100,Q - 17000 => 18000,Q - 17000 => 18000,G - 21 => 25 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
938,58,No,Travel_Rarely,848,Research & Development,23,Master,Life Sciences,1,1308,1,Male,88,3,Entry Level,Research Scientist,3,Divorced,2372,26076,1,Y,No,12,3,4,80,2,2,3,3,2,0,2,2,2,H - 800 => 900,H - 80 => 90,B - 2000 => 3000,Z - 26000 => 27000,B - 2 => 3 Years,B - 2 => 3 Years,F - 51 => 60 Years,B - 2 => 3 Years
939,32,Yes,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,1,1309,4,Male,79,3,Junior,Laboratory Technician,3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,0,4,1,1,J - 1000 => 1100,G - 70 => 80,D - 4000 => 5000,V - 22000 => 23000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
940,39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,1,1310,3,Male,93,3,Entry Level,Research Scientist,1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,1,2,0,3,C - 300 => 400,I - 90 => 100,C - 3000 => 4000,V - 22000 => 23000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
941,30,No,Travel_Rarely,1138,Research & Development,6,Bachelor,Technical Degree,1,1311,1,Female,48,2,Junior,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,1,2,6,7,K - 1100 => 1200,D - 40 => 50,D - 4000 => 5000,W - 23000 => 24000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
942,36,No,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,1,1312,4,Female,63,3,Mid-Level,Healthcare Representative,3,Married,7094,5747,3,Y,No,12,3,1,80,0,10,0,3,7,3,7,1,7,C - 300 => 400,F - 60 => 70,G - 7000 => 8000,E - 5000 => 6000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
943,46,No,Travel_Rarely,991,Human Resources,1,College,Life Sciences,1,1314,4,Female,44,3,Entry Level,Human Resources,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,3,6,5,7,I - 900 => 1000,D - 40 => 50,C - 3000 => 4000,V - 22000 => 23000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
